id_set;clauses
114;Eli is not silly or Jason is not nasty. Justin is naughty. Madeline is incompetent whenever Parker is not lame and Jason is not nasty.
115;Jasmine is judgmental if Maria is shy. Jasmine is judgmental whenever Luke is realistic. Jacob is not soulful.
116;Jaden is not sassy or Kayla is not able. Henry is not old-fashioned or Kayla is able. Henry is not old-fashioned whenever Kayla is able and Destiny is not lively. Destiny is not lively if Kaylee is unpopular. If Kayla is able and Jaden is sassy then Kaylee is unpopular. Kaylee is unpopular or Kayla is not able if Destiny is not lively.
117;Isabella is charming. Layla is not cooperative or Emma is not cool whenever Destiny is not hearty. Destiny is hearty or Emma is not cool provided that Isabella is charming. Destiny is hearty whenever Isabella is charming. Isabella is not charming if Layla is cooperative. Isabella is not charming or Emma is cool whenever Destiny is not hearty. Sean is not passionate whenever Destiny is not hearty. Emma is not cool.
118;Destiny is not thoughtless. Destiny is not thoughtless or Thomas is not dramatic. If neither Eli is apathetic nor Thomas is dramatic then Destiny is not thoughtless. Jose is respected if neither Destiny is not thoughtless nor Charles is impetuous. Thomas is not dramatic whenever Charles is impetuous and Eli is apathetic. Thomas is not dramatic. Destiny is not thoughtless if Charles is not impetuous.
119;Julian is not well-behaved. Antonio is capable provided that Julian is well-behaved.
120;If Jake is not clumsy then Samuel is undependable. Samuel is undependable whenever Wyatt is ugly and Zoey is not emotional. Wyatt is not ugly. Samuel is not undependable provided that neither Jake is clumsy nor Zoey is not emotional. Jake is not clumsy provided that Sydney is not ambitious. Zoey is not emotional. Sydney is not ambitious.
121;Oscar is not ugly. If Miguel is not assertive then Connor is disruptive. Miguel is not assertive whenever Xavier is restless.
122;Sean is not resourceful. Emma is positive whenever Amelia is sad.
123;Carter is not joyous whenever neither Madeline is reluctant nor Mary is excellent. If Madeline is reluctant then Maya is not uncooperative. Carter is not joyous. Mary is not excellent provided that Carter is not joyous. Joel is not disruptive. Madeline is reluctant. Joel is not disruptive whenever Madeline is not reluctant. Maya is not uncooperative.
124;Leah is pretty or Juan is apprehensive. Juan is not apprehensive. Juan is apprehensive or Faith is assertive or Ariana is stern. If Leah is not pretty then Ariana is stern. If neither Aubrey is not passive nor Leah is not pretty then Faith is assertive. Aubrey is not passive. Faith is not assertive provided that Juan is apprehensive. If Leah is not pretty then Faith is not assertive. Leah is pretty.
125;Michael is not sloppy. Joseph is not incompetent. Anna is mild. Michael is not sloppy or Jacob is assertive. Anna is mild or Jacob is not assertive whenever Nevaeh is not quick. Anna is mild or Michael is sloppy if Jacob is assertive. Michael is not sloppy or Nevaeh is quick whenever Jacob is assertive. Anna is not mild or Joseph is not incompetent whenever Jacob is assertive.
126;Carter is not passive or Adam is egotistical. Carter is not passive.
127;Adam is independent or Jaden is not quick-tempered or Sofia is not depressed. Adam is not independent. Jaden is not quick-tempered whenever Olivia is passionate. Olivia is not passionate whenever Adam is not independent. Adam is not independent or Sofia is not depressed whenever Aidan is not intelligent. If Adam is not independent then Sofia is depressed. Adam is independent or Aidan is intelligent if Olivia is not passionate. Sofia is depressed.
128;Kylie is not good. Richard is not delicate. Jennifer is not shy. Richard is not delicate provided that Robert is powerful. If Richard is not delicate and Robert is powerful then Aaron is not delightful.
129;Gabriel is silly or Taylor is punctual. Jackson is not respectful if Taylor is not punctual. Kayla is not independent or Gabriel is silly. Gabriel is not silly or Jackson is not respectful whenever Kayla is independent. Taylor is not punctual if Gabriel is silly. If Kayla is independent then Gabriel is not silly.
130;Chase is not respected or Jose is not zealous if Hayden is passionate. If Hayden is passionate then Jose is zealous. Samuel is not ugly provided that Chase is respected. If Daniel is not frank then Chase is not respected. Daniel is not frank.
131;Katelyn is not fabulous. Katelyn is fabulous or Camila is amazing provided that Brianna is not impressive. Riley is not attentive whenever neither Katelyn is not fabulous nor Brianna is impressive. Camila is not amazing if Katelyn is not fabulous. Riley is attentive if Camila is amazing. Riley is attentive. Katelyn is fabulous or Camila is not amazing provided that Madeline is revered.
132;Henry is not nosy. Katelyn is not shy or Sara is not supercilious or Henry is not nosy. Sara is not supercilious. Jason is not demonic whenever neither Sara is not supercilious nor Katelyn is not shy. Adam is not weak.
133;Aubrey is energetic if Adam is judgmental and Mary is disruptive. Aubrey is not energetic provided that Austin is delicate. Aubrey is not energetic whenever Jesse is pleasant.
134;Oliver is kind. If Oliver is not kind then Sean is affectionate or Valeria is shy. Sean is affectionate. If Sean is affectionate then Oliver is kind. If Sean is affectionate then Oliver is kind or Valeria is not shy. Valeria is not shy. Payton is not inconsistent. Valeria is shy or Ella is not noisy or Payton is not inconsistent. Payton is not inconsistent if Sean is affectionate.
135;Sarah is not short-tempered. Gracie is not sullen provided that Sarah is short-tempered. Evan is reluctant if Sarah is short-tempered and Gracie is sullen. Megan is thoughtful whenever Evan is reluctant.
136;Parker is not passive. Isaiah is not dutiful or Gavin is not immodest provided that Samantha is clean. Isaiah is not dutiful or Parker is not passive provided that Samantha is clean. Aubrey is cold. Samantha is clean if Isaiah is dutiful and Gavin is immodest. Aubrey is not cold if Parker is passive.
137;Brayden is not blue. If neither Hailey is nasty nor Jackson is obnoxious then Amelia is incompetent. Amelia is incompetent or Jackson is not obnoxious provided that Hailey is nasty. Jeremiah is not groggy whenever Hailey is nasty and Jackson is not obnoxious. Jeremiah is groggy or Amelia is not incompetent provided that Jackson is obnoxious. Brayden is not blue or Jeremiah is groggy provided that Jackson is not obnoxious. Jackson is obnoxious provided that Amelia is not incompetent. If Amelia is not incompetent then Jeremiah is not groggy or Jackson is not obnoxious. If Hailey is not nasty then Brayden is not blue or Amelia is incompetent. If Jeremiah is not groggy then Amelia is incompetent.
138;Carter is not suspicious. Carter is suspicious whenever Hunter is lovable and Riley is not reclusive. If neither Carter is suspicious nor Dylan is not quick-tempered then Hunter is lovable. Riley is reclusive. Riley is reclusive provided that Riley is not reclusive and Hunter is lovable. Hunter is not lovable provided that neither Isabella is not uncooperative nor Carter is suspicious. Carter is suspicious whenever Hunter is not lovable and Riley is not reclusive. Riley is not reclusive or Carter is not suspicious.
139;Miguel is slow. Lily is not drowsy whenever Mary is awesome. Lily is not drowsy.
140;Jackson is not cooperative whenever Ethan is not egotistical. If Jackson is cooperative then Miguel is not patient or Evelyn is unpleasant. Miguel is not patient whenever Ethan is not egotistical. Jackson is not cooperative if Evelyn is not unpleasant. Genesis is not proficient. Ethan is egotistical or Genesis is proficient provided that Jackson is cooperative.
141;Tyler is not distrustful provided that Cruz is tolerant. Carter is quick-tempered whenever Katherine is not immature and Cruz is tolerant. If Katherine is immature then Kaden is not ugly or Cruz is tolerant.
142;Nathan is nasty whenever Gabriel is not obnoxious. Nathan is not nasty or Elijah is sad.
143;If Sofia is affectionate then Vanessa is numb. If neither Vanessa is numb nor Kylie is not quick then Angel is not playful. Benjamin is not childish whenever Kylie is quick. Angel is playful. Vanessa is numb. Sofia is not affectionate. Kylie is not quick. Angel is playful if Vanessa is numb. Benjamin is not childish.
144;If Cameron is unhelpful then Olivia is not dirty. Jennifer is not timid or Audrey is not dutiful if Cameron is unhelpful. Evelyn is not indiscreet or Cameron is not unhelpful whenever Audrey is not dutiful. If Jennifer is not timid then Audrey is not dutiful. Audrey is dutiful.
145;Julia is not selfish. If Dominic is self-assured then Joel is not outspoken. Dominic is not self-assured. If Joel is outspoken and Natalie is not disruptive then Oscar is not chic. Julia is selfish provided that Dominic is not self-assured and Julia is not selfish. Joel is not outspoken.
146;Bryan is supercilious if Sean is brilliant. Carson is not sloppy if Robert is gentle.
147;If Avery is absent-minded then Destiny is undependable. Joel is not unimaginative if Avery is absent-minded. Destiny is not undependable or Joel is not unimaginative.
148;If Mackenzie is attentive then Nathaniel is not cynical. Nathaniel is not cynical or Melanie is sleepy. Chase is not cautious whenever Melanie is sleepy. Chase is not cautious provided that Nathaniel is not cynical. Melanie is sleepy.
149;If neither Evelyn is thoughtful nor Cole is judgmental then Madelyn is not helpful. Michael is not brilliant whenever Tristan is not stoic.
150;Angel is not lazy or Logan is popular or Jasmine is not unimaginative. Logan is popular or Angel is not lazy or Jasmine is unimaginative. Logan is popular if Angel is lazy. Dominic is dainty if Jasmine is not unimaginative. Logan is not popular provided that Emily is not drowsy. If Logan is popular and Dominic is dainty then Jasmine is not unimaginative. Angel is not lazy or Emily is not drowsy. Logan is popular. Emily is not drowsy or Angel is not lazy provided that Dominic is not dainty.
151;Bryce is tactful or Sebastian is not quiet or Madelyn is not emotional. Madelyn is not emotional if Oscar is not selfish. Sebastian is not quiet or Madelyn is not emotional if Oscar is not selfish. If Bryce is not tactful then Oscar is not selfish. Oscar is selfish whenever Sebastian is quiet. Nathaniel is not revered. If Sebastian is quiet then Bryce is not tactful. Bryce is not tactful.
